source_row_id,original_date,description,amount_c,amount_d,source_amount,original_category,source_note,classification_decision,unit_scope,evidence_status,journalized,mapped_account
249,2026-07-03,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
250,2026-07-04,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
251,2026-07-05,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
252,2026-07-06,Tarik Tunai,0.0,2000000.0,2000000.0,,,CATATAN PENARIKAN SUMBER — TIDAK DIJURNAL DALAM MODEL BANK LANGSUNG,REKONSILIASI (BUKAN UNIT USAHA),CATATAN SUMBER — penarikan tidak dijurnal; model memakai Bank Jatim langsung,TIDAK,1.1.01.06
253,2026-07-07,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
254,2026-07-08,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
255,2026-07-09,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
256,2026-07-10,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
257,2026-07-11,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
258,2026-07-12,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
259,2026-07-13,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
260,2026-07-14,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
261,2026-07-15,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
262,2026-07-16,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
263,2026-07-17,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
264,2026-07-18,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
265,2026-07-19,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
266,2026-07-20,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
267,2026-07-21,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
268,2026-07-22,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
269,2026-07-23,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
270,2026-07-24,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
271,2026-07-25,Jasa Pemelihara Kambing,900000.0,0.0,900000.0,Ops,,TERKLASIFIKASI — BELANJA SUMBER — BEBAN PEMELIHARA KAMBING,PEMBIBITAN DAN BUDIDAYA KAMBING,SUMBER — belanja telah dipetakan ke akun,YA,6.2.99.24
272,2026-07-26,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
273,2026-07-27,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
274,2026-07-28,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
275,2026-07-29,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
276,2026-07-30,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
277,2026-07-31,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
278,2026-08-01,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
279,2026-08-02,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
280,2026-08-03,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
281,2026-08-04,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
282,2026-08-05,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
283,2026-08-06,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
284,2026-08-07,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
285,2026-08-08,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
286,2026-08-09,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
287,2026-08-10,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
288,2026-08-11,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
289,2026-08-12,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
290,2026-08-13,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
291,2026-08-14,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
292,2026-08-15,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
293,2026-08-16,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
294,2026-08-17,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
295,2026-08-18,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
296,2026-08-19,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
297,2026-08-20,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
298,2026-08-21,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
299,2026-08-22,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
300,2026-08-23,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
302,2026-08-25,Jasa Pemelihara Kambing,900000.0,0.0,900000.0,Ops,,DIKECUALIKAN — SETELAH BATAS WAKTU,PEMBIBITAN DAN BUDIDAYA KAMBING,DIKECUALIKAN — baris sumber 25/08/2026 setelah batas 23/08/2026,TIDAK,
